transaction_id,date,category,amount,payment_method,city,is_essential,year,month,month_name,day_name,quarter,week
EXP1074,2025-01-14,Transport,866.95,UPI,Pune,True,2025,1,Jan,Tuesday,2025Q1,3
EXP1085,2025-01-14,Entertainment,2362.34,Cash,Delhi,False,2025,1,Jan,Tuesday,2025Q1,3
EXP1028,2025-01-15,Bills,2665.89,Cash,Pune,True,2025,1,Jan,Wednesday,2025Q1,3
EXP1145,2025-01-15,Transport,2897.69,UPI,Delhi,True,2025,1,Jan,Wednesday,2025Q1,3
EXP1081,2025-01-15,Food,2840.65,Card,Bangalore,True,2025,1,Jan,Wednesday,2025Q1,3
EXP1169,2025-01-16,Bills,1654.01,Card,Bangalore,True,2025,1,Jan,Thursday,2025Q1,3
EXP1064,2025-01-16,Shopping,814.02,Card,Hyderabad,False,2025,1,Jan,Thursday,2025Q1,3
EXP1149,2025-01-16,Shopping,2369.64,Cash,Delhi,False,2025,1,Jan,Thursday,2025Q1,3
EXP1046,2025-01-17,Bills,2812.99,Card,Delhi,True,2025,1,Jan,Friday,2025Q1,3
EXP1037,2025-01-17,Transport,2013.28,Card,Bangalore,True,2025,1,Jan,Friday,2025Q1,3
EXP1118,2025-01-18,Groceries,2035.98,Card,Delhi,True,2025,1,Jan,Saturday,2025Q1,3
EXP1083,2025-01-19,Groceries,469.59,Cash,Chennai,True,2025,1,Jan,Sunday,2025Q1,3
EXP1142,2025-01-20,Transport,466.04,Card,Hyderabad,True,2025,1,Jan,Monday,2025Q1,4
EXP1179,2025-01-20,Transport,2452.31,Cash,Hyderabad,True,2025,1,Jan,Monday,2025Q1,4
EXP1086,2025-01-20,Transport,2607.36,UPI,Mumbai,True,2025,1,Jan,Monday,2025Q1,4
EXP1125,2025-01-20,Transport,1210.8,UPI,Pune,True,2025,1,Jan,Monday,2025Q1,4
EXP1153,2025-01-20,Groceries,610.8,Card,Pune,True,2025,1,Jan,Monday,2025Q1,4
EXP1006,2025-01-21,Bills,1325.58,Cash,Bangalore,True,2025,1,Jan,Tuesday,2025Q1,4
EXP1033,2025-01-21,Shopping,2865.15,Card,Hyderabad,False,2025,1,Jan,Tuesday,2025Q1,4
EXP1186,2025-01-21,Food,1284.7,Card,Delhi,True,2025,1,Jan,Tuesday,2025Q1,4
EXP1133,2025-01-22,Groceries,2766.67,Card,Delhi,True,2025,1,Jan,Wednesday,2025Q1,4
EXP1144,2025-01-22,Shopping,1861.02,Card,Pune,False,2025,1,Jan,Wednesday,2025Q1,4
EXP1199,2025-01-23,Groceries,1605.0,Cash,Chennai,True,2025,1,Jan,Thursday,2025Q1,4
EXP1031,2025-01-23,Shopping,2746.62,Card,Chennai,False,2025,1,Jan,Thursday,2025Q1,4
EXP1105,2025-01-23,Shopping,1750.41,Cash,Delhi,False,2025,1,Jan,Thursday,2025Q1,4
EXP1159,2025-01-24,Groceries,715.15,Cash,Chennai,True,2025,1,Jan,Friday,2025Q1,4
EXP1170,2025-01-25,Transport,2241.95,Cash,Pune,True,2025,1,Jan,Saturday,2025Q1,4
EXP1147,2025-01-26,Food,1817.08,Card,Bangalore,True,2025,1,Jan,Sunday,2025Q1,4
EXP1126,2025-01-28,Food,1303.12,Cash,Delhi,True,2025,1,Jan,Tuesday,2025Q1,5
EXP1007,2025-01-28,Entertainment,396.41,Cash,Hyderabad,False,2025,1,Jan,Tuesday,2025Q1,5
EXP1116,2025-01-29,Transport,2431.92,Card,Delhi,True,2025,1,Jan,Wednesday,2025Q1,5
EXP1090,2025-01-29,Transport,2468.1,Cash,Chennai,True,2025,1,Jan,Wednesday,2025Q1,5
EXP1131,2025-01-29,Groceries,736.32,Cash,Mumbai,True,2025,1,Jan,Wednesday,2025Q1,5
EXP1001,2025-01-29,Transport,2235.77,Card,Pune,True,2025,1,Jan,Wednesday,2025Q1,5
EXP1189,2025-01-30,Entertainment,2384.7,Card,Delhi,False,2025,1,Jan,Thursday,2025Q1,5
EXP1012,2025-01-30,Entertainment,2957.14,UPI,Hyderabad,False,2025,1,Jan,Thursday,2025Q1,5
EXP1045,2025-01-31,Entertainment,2040.04,UPI,Delhi,False,2025,1,Jan,Friday,2025Q1,5
EXP1055,2025-01-31,Transport,1278.6,Cash,Bangalore,True,2025,1,Jan,Friday,2025Q1,5
EXP1180,2025-02-01,Food,1718.41,Cash,Delhi,True,2025,2,Feb,Saturday,2025Q1,5
EXP1053,2025-02-01,Food,1385.08,Card,Hyderabad,True,2025,2,Feb,Saturday,2025Q1,5
EXP1098,2025-02-02,Food,2155.48,UPI,Delhi,True,2025,2,Feb,Sunday,2025Q1,5
EXP1168,2025-02-02,Transport,449.9,UPI,Chennai,True,2025,2,Feb,Sunday,2025Q1,5
EXP1027,2025-02-02,Shopping,2596.26,UPI,Pune,False,2025,2,Feb,Sunday,2025Q1,5
EXP1177,2025-02-02,Groceries,430.85,UPI,Mumbai,True,2025,2,Feb,Sunday,2025Q1,5
EXP1038,2025-02-03,Shopping,2630.06,Cash,Bangalore,False,2025,2,Feb,Monday,2025Q1,6
EXP1057,2025-02-03,Groceries,927.22,Card,Pune,True,2025,2,Feb,Monday,2025Q1,6
EXP1017,2025-02-04,Bills,2095.67,UPI,Pune,True,2025,2,Feb,Tuesday,2025Q1,6
EXP1154,2025-02-04,Shopping,2443.78,Card,Mumbai,False,2025,2,Feb,Tuesday,2025Q1,6
EXP1122,2025-02-05,Shopping,1505.33,UPI,Chennai,False,2025,2,Feb,Wednesday,2025Q1,6
EXP1160,2025-02-05,Shopping,2133.43,Cash,Delhi,False,2025,2,Feb,Wednesday,2025Q1,6
EXP1188,2025-02-06,Bills,2592.86,UPI,Pune,True,2025,2,Feb,Thursday,2025Q1,6
EXP1172,2025-02-07,Transport,1146.56,Cash,Hyderabad,True,2025,2,Feb,Friday,2025Q1,6
EXP1059,2025-02-07,Transport,2909.26,Card,Pune,True,2025,2,Feb,Friday,2025Q1,6
EXP1194,2025-02-08,Bills,1267.27,Cash,Delhi,True,2025,2,Feb,Saturday,2025Q1,6
EXP1102,2025-02-08,Shopping,996.93,Cash,Chennai,False,2025,2,Feb,Saturday,2025Q1,6
EXP1183,2025-02-09,Shopping,1900.98,Card,Pune,False,2025,2,Feb,Sunday,2025Q1,6
EXP1035,2025-02-09,Transport,267.98,Card,Hyderabad,True,2025,2,Feb,Sunday,2025Q1,6
EXP1091,2025-02-09,Transport,746.48,Card,Bangalore,True,2025,2,Feb,Sunday,2025Q1,6
EXP1111,2025-02-09,Transport,2439.03,UPI,Hyderabad,True,2025,2,Feb,Sunday,2025Q1,6
EXP1165,2025-02-09,Bills,1786.51,Cash,Delhi,True,2025,2,Feb,Sunday,2025Q1,6
EXP1119,2025-02-10,Groceries,1876.69,Card,Delhi,True,2025,2,Feb,Monday,2025Q1,7
EXP1020,2025-02-10,Transport,2000.77,Cash,Pune,True,2025,2,Feb,Monday,2025Q1,7
EXP1067,2025-02-10,Transport,870.28,UPI,Pune,True,2025,2,Feb,Monday,2025Q1,7
EXP1156,2025-02-11,Transport,2509.12,UPI,Chennai,True,2025,2,Feb,Tuesday,2025Q1,7
EXP1018,2025-02-11,Food,764.24,UPI,Chennai,True,2025,2,Feb,Tuesday,2025Q1,7
EXP1137,2025-02-11,Entertainment,2307.57,Cash,Chennai,False,2025,2,Feb,Tuesday,2025Q1,7
EXP1124,2025-02-12,Entertainment,2689.78,UPI,Bangalore,False,2025,2,Feb,Wednesday,2025Q1,7
EXP1079,2025-02-12,Transport,1947.63,Cash,Bangalore,True,2025,2,Feb,Wednesday,2025Q1,7
EXP1101,2025-02-12,Shopping,1010.36,UPI,Pune,False,2025,2,Feb,Wednesday,2025Q1,7
EXP1167,2025-02-12,Entertainment,2138.28,Cash,Chennai,False,2025,2,Feb,Wednesday,2025Q1,7
EXP1094,2025-02-12,Food,434.49,Cash,Bangalore,True,2025,2,Feb,Wednesday,2025Q1,7
EXP1151,2025-02-13,Food,2563.77,Cash,Hyderabad,True,2025,2,Feb,Thursday,2025Q1,7
EXP1029,2025-02-13,Food,951.15,UPI,Mumbai,True,2025,2,Feb,Thursday,2025Q1,7
EXP1051,2025-02-13,Food,821.1,UPI,Delhi,True,2025,2,Feb,Thursday,2025Q1,7
EXP1076,2025-02-13,Transport,2093.74,Cash,Delhi,True,2025,2,Feb,Thursday,2025Q1,7
EXP1096,2025-02-14,Bills,2380.64,Cash,Delhi,True,2025,2,Feb,Friday,2025Q1,7
EXP1093,2025-02-14,Bills,1577.28,Card,Delhi,True,2025,2,Feb,Friday,2025Q1,7
EXP1008,2025-02-15,Entertainment,1850.81,UPI,Pune,False,2025,2,Feb,Saturday,2025Q1,7
EXP1014,2025-02-17,Entertainment,707.57,Cash,Pune,False,2025,2,Feb,Monday,2025Q1,8
EXP1013,2025-02-18,Entertainment,1414.89,Cash,Bangalore,False,2025,2,Feb,Tuesday,2025Q1,8
EXP1103,2025-02-21,Bills,957.4,UPI,Bangalore,True,2025,2,Feb,Friday,2025Q1,8
EXP1040,2025-02-21,Bills,1984.65,Cash,Delhi,True,2025,2,Feb,Friday,2025Q1,8
EXP1056,2025-02-21,Food,577.45,UPI,Mumbai,True,2025,2,Feb,Friday,2025Q1,8
EXP1019,2025-02-21,Entertainment,291.95,Card,Pune,False,2025,2,Feb,Friday,2025Q1,8
EXP1092,2025-02-21,Entertainment,907.95,UPI,Chennai,False,2025,2,Feb,Friday,2025Q1,8
EXP1162,2025-02-22,Groceries,1710.01,UPI,Pune,True,2025,2,Feb,Saturday,2025Q1,8
EXP1049,2025-02-22,Groceries,2605.13,UPI,Pune,True,2025,2,Feb,Saturday,2025Q1,8
EXP1005,2025-02-23,Transport,1402.71,Cash,Hyderabad,True,2025,2,Feb,Sunday,2025Q1,8
EXP1138,2025-02-23,Entertainment,2521.24,Cash,Hyderabad,False,2025,2,Feb,Sunday,2025Q1,8
EXP1130,2025-02-23,Shopping,2267.8,Card,Delhi,False,2025,2,Feb,Sunday,2025Q1,8
EXP1104,2025-02-23,Bills,2827.05,Card,Pune,True,2025,2,Feb,Sunday,2025Q1,8
EXP1150,2025-02-24,Bills,1174.66,Card,Pune,True,2025,2,Feb,Monday,2025Q1,9
EXP1120,2025-02-24,Shopping,1393.15,UPI,Pune,False,2025,2,Feb,Monday,2025Q1,9
EXP1196,2025-02-25,Bills,1034.73,Cash,Hyderabad,True,2025,2,Feb,Tuesday,2025Q1,9
EXP1152,2025-02-25,Entertainment,1943.2,Cash,Pune,False,2025,2,Feb,Tuesday,2025Q1,9
EXP1123,2025-02-26,Food,2169.28,UPI,Chennai,True,2025,2,Feb,Wednesday,2025Q1,9
EXP1080,2025-02-26,Shopping,2146.44,Card,Hyderabad,False,2025,2,Feb,Wednesday,2025Q1,9
EXP1041,2025-02-27,Food,818.93,UPI,Chennai,True,2025,2,Feb,Thursday,2025Q1,9
EXP1182,2025-02-27,Groceries,962.32,Card,Mumbai,True,2025,2,Feb,Thursday,2025Q1,9
EXP1157,2025-02-27,Transport,2276.38,Card,Delhi,True,2025,2,Feb,Thursday,2025Q1,9
EXP1052,2025-02-27,Transport,1323.46,Cash,Mumbai,True,2025,2,Feb,Thursday,2025Q1,9
EXP1021,2025-02-28,Transport,868.15,UPI,Pune,True,2025,2,Feb,Friday,2025Q1,9
EXP1069,2025-02-28,Shopping,2995.52,UPI,Hyderabad,False,2025,2,Feb,Friday,2025Q1,9
EXP1009,2025-02-28,Shopping,462.0,Cash,Hyderabad,False,2025,2,Feb,Friday,2025Q1,9
EXP1113,2025-02-28,Groceries,2669.8,Card,Bangalore,True,2025,2,Feb,Friday,2025Q1,9
EXP1127,2025-03-01,Groceries,280.57,Cash,Mumbai,True,2025,3,Mar,Saturday,2025Q1,9
EXP1117,2025-03-01,Food,1716.48,UPI,Mumbai,True,2025,3,Mar,Saturday,2025Q1,9
EXP1155,2025-03-01,Groceries,2494.63,Card,Chennai,True,2025,3,Mar,Saturday,2025Q1,9
EXP1163,2025-03-02,Bills,2164.34,Cash,Hyderabad,True,2025,3,Mar,Sunday,2025Q1,9
EXP1047,2025-03-02,Transport,2375.4,Cash,Bangalore,True,2025,3,Mar,Sunday,2025Q1,9
EXP1187,2025-03-02,Entertainment,194.66,Cash,Pune,False,2025,3,Mar,Sunday,2025Q1,9
EXP1176,2025-03-02,Groceries,1377.36,UPI,Hyderabad,True,2025,3,Mar,Sunday,2025Q1,9
EXP1121,2025-03-02,Groceries,851.66,UPI,Pune,True,2025,3,Mar,Sunday,2025Q1,9
EXP1129,2025-03-03,Food,2833.95,Cash,Mumbai,True,2025,3,Mar,Monday,2025Q1,10
EXP1077,2025-03-04,Entertainment,2725.48,UPI,Hyderabad,False,2025,3,Mar,Tuesday,2025Q1,10
EXP1178,2025-03-04,Food,1773.36,Card,Hyderabad,True,2025,3,Mar,Tuesday,2025Q1,10
EXP1175,2025-03-04,Food,2630.89,Card,Chennai,True,2025,3,Mar,Tuesday,2025Q1,10
EXP1024,2025-03-05,Food,2291.77,UPI,Bangalore,True,2025,3,Mar,Wednesday,2025Q1,10
EXP1097,2025-03-07,Food,1217.07,Card,Bangalore,True,2025,3,Mar,Friday,2025Q1,10
EXP1066,2025-03-08,Entertainment,2810.65,UPI,Pune,False,2025,3,Mar,Saturday,2025Q1,10
EXP1166,2025-03-09,Entertainment,1333.96,Card,Delhi,False,2025,3,Mar,Sunday,2025Q1,10
EXP1099,2025-03-10,Bills,2186.35,Card,Pune,True,2025,3,Mar,Monday,2025Q1,11
EXP1070,2025-03-10,Transport,1567.07,UPI,Chennai,True,2025,3,Mar,Monday,2025Q1,11
EXP1016,2025-03-10,Bills,809.95,Cash,Mumbai,True,2025,3,Mar,Monday,2025Q1,11
EXP1082,2025-03-11,Food,2520.33,Card,Delhi,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1072,2025-03-11,Bills,977.3,Card,Delhi,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1195,2025-03-11,Groceries,1369.5,Card,Hyderabad,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1039,2025-03-11,Bills,2100.62,Card,Chennai,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1002,2025-03-11,Food,1812.43,UPI,Hyderabad,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1139,2025-03-11,Food,2999.73,Cash,Bangalore,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1060,2025-03-11,Food,2269.13,UPI,Hyderabad,True,2025,3,Mar,Tuesday,2025Q1,11
EXP1010,2025-03-12,Entertainment,2505.27,Card,Chennai,False,2025,3,Mar,Wednesday,2025Q1,11
EXP1174,2025-03-12,Entertainment,2122.51,UPI,Pune,False,2025,3,Mar,Wednesday,2025Q1,11
EXP1075,2025-03-12,Transport,889.81,Card,Bangalore,True,2025,3,Mar,Wednesday,2025Q1,11
EXP1004,2025-03-13,Transport,2176.46,Card,Delhi,True,2025,3,Mar,Thursday,2025Q1,11
EXP1058,2025-03-13,Bills,2183.38,UPI,Bangalore,True,2025,3,Mar,Thursday,2025Q1,11
EXP1022,2025-03-13,Shopping,861.95,Card,Mumbai,False,2025,3,Mar,Thursday,2025Q1,11
EXP1193,2025-03-14,Entertainment,1373.55,Cash,Pune,False,2025,3,Mar,Friday,2025Q1,11
EXP1143,2025-03-14,Transport,1448.6,Cash,Chennai,True,2025,3,Mar,Friday,2025Q1,11
EXP1011,2025-03-15,Transport,2143.26,UPI,Pune,True,2025,3,Mar,Saturday,2025Q1,11
EXP1061,2025-03-16,Groceries,1558.27,Card,Bangalore,True,2025,3,Mar,Sunday,2025Q1,11
EXP1023,2025-03-16,Groceries,1149.79,UPI,Delhi,True,2025,3,Mar,Sunday,2025Q1,11
EXP1095,2025-03-16,Entertainment,210.95,Card,Mumbai,False,2025,3,Mar,Sunday,2025Q1,11
EXP1128,2025-03-16,Bills,156.64,Card,Mumbai,True,2025,3,Mar,Sunday,2025Q1,11
EXP1171,2025-03-17,Shopping,1830.69,UPI,Bangalore,False,2025,3,Mar,Monday,2025Q1,12
EXP1181,2025-03-18,Shopping,754.49,Card,Mumbai,False,2025,3,Mar,Tuesday,2025Q1,12
EXP1063,2025-03-18,Food,2058.12,UPI,Mumbai,True,2025,3,Mar,Tuesday,2025Q1,12
EXP1034,2025-03-18,Entertainment,1516.96,UPI,Chennai,False,2025,3,Mar,Tuesday,2025Q1,12
EXP1107,2025-03-19,Bills,1034.52,Cash,Mumbai,True,2025,3,Mar,Wednesday,2025Q1,12
EXP1110,2025-03-21,Entertainment,370.82,UPI,Pune,False,2025,3,Mar,Friday,2025Q1,12
EXP1065,2025-03-21,Food,1315.75,Card,Delhi,True,2025,3,Mar,Friday,2025Q1,12
EXP1025,2025-03-22,Transport,2397.03,Cash,Delhi,True,2025,3,Mar,Saturday,2025Q1,12
EXP1032,2025-03-23,Shopping,1866.01,UPI,Chennai,False,2025,3,Mar,Sunday,2025Q1,12
EXP1000,2025-03-23,Food,172.53,Cash,Bangalore,True,2025,3,Mar,Sunday,2025Q1,12
EXP1078,2025-03-23,Groceries,2505.11,UPI,Hyderabad,True,2025,3,Mar,Sunday,2025Q1,12
EXP1068,2025-03-24,Entertainment,1425.95,UPI,Hyderabad,False,2025,3,Mar,Monday,2025Q1,13
EXP1191,2025-03-24,Transport,2734.39,UPI,Hyderabad,True,2025,3,Mar,Monday,2025Q1,13
EXP1115,2025-03-25,Bills,116.08,UPI,Mumbai,True,2025,3,Mar,Tuesday,2025Q1,13
EXP1050,2025-03-25,Bills,385.41,Cash,Pune,True,2025,3,Mar,Tuesday,2025Q1,13
EXP1140,2025-03-25,Food,2365.58,Card,Hyderabad,True,2025,3,Mar,Tuesday,2025Q1,13
EXP1190,2025-03-26,Transport,1332.9,Card,Bangalore,True,2025,3,Mar,Wednesday,2025Q1,13
EXP1109,2025-03-26,Food,922.98,Card,Pune,True,2025,3,Mar,Wednesday,2025Q1,13
EXP1088,2025-03-27,Bills,2451.17,Cash,Bangalore,True,2025,3,Mar,Thursday,2025Q1,13
EXP1100,2025-03-27,Transport,1156.24,UPI,Pune,True,2025,3,Mar,Thursday,2025Q1,13
EXP1158,2025-03-27,Groceries,1075.55,Cash,Chennai,True,2025,3,Mar,Thursday,2025Q1,13
EXP1108,2025-03-28,Transport,1582.4,Card,Bangalore,True,2025,3,Mar,Friday,2025Q1,13
EXP1015,2025-03-29,Bills,307.07,Card,Bangalore,True,2025,3,Mar,Saturday,2025Q1,13
EXP1089,2025-03-31,Food,1209.37,UPI,Mumbai,True,2025,3,Mar,Monday,2025Q1,14
EXP1114,2025-03-31,Groceries,1533.69,UPI,Bangalore,True,2025,3,Mar,Monday,2025Q1,14
EXP1173,2025-04-01,Shopping,467.09,UPI,Hyderabad,False,2025,4,Apr,Tuesday,2025Q2,14
