transaction_id,date,category,amount,payment_method,city,is_essential,year,month,month_name,day_name,quarter,week
EXP00031,2025-06-24,Shopping,1239.54,Net Banking,Chennai,False,2025,6,Jun,Tuesday,2025Q2,26
EXP00091,2025-06-30,Travel,1046.61,Credit Card,Bengaluru,False,2025,6,Jun,Monday,2025Q2,27
EXP00056,2025-07-03,Travel,1400.68,Credit Card,Bengaluru,False,2025,7,Jul,Thursday,2025Q3,27
EXP00097,2025-07-08,Healthcare,825.88,Cash,Bengaluru,True,2025,7,Jul,Tuesday,2025Q3,28
EXP00088,2025-07-21,Utilities,1592.56,Credit Card,Bengaluru,True,2025,7,Jul,Monday,2025Q3,30
EXP00088,2025-07-21,Utilities,1592.56,Unknown,Bengaluru,True,2025,7,Jul,Monday,2025Q3,30
EXP00076,2025-07-24,Education,3625.53,UPI,Hyderabad,True,2025,7,Jul,Thursday,2025Q3,30
EXP00093,2025-07-26,Entertainment,1630.53,Unknown,Mumbai,False,2025,7,Jul,Saturday,2025Q3,30
EXP00092,2025-07-26,Rent,12077.26,Net Banking,Chennai,True,2025,7,Jul,Saturday,2025Q3,30
EXP00038,2025-07-27,Travel,1151.14,Unknown,Mumbai,False,2025,7,Jul,Sunday,2025Q3,30
EXP00096,2025-07-28,Food,828.75,Debit Card,Hyderabad,True,2025,7,Jul,Monday,2025Q3,31
EXP00069,2025-07-29,Food,231.41,UPI,Chennai,True,2025,7,Jul,Tuesday,2025Q3,31
EXP00016,2025-08-04,Utilities,862.92,Credit Card,Hyderabad,True,2025,8,Aug,Monday,2025Q3,32
EXP00019,2025-08-07,Rent,19044.85,UPI,Bengaluru,True,2025,8,Aug,Thursday,2025Q3,32
EXP00070,2025-08-10,Food,838.42,Cash,Mumbai,True,2025,8,Aug,Sunday,2025Q3,32
EXP00002,2025-08-11,Healthcare,814.81,UPI,Unknown,True,2025,8,Aug,Monday,2025Q3,33
EXP00073,2025-08-13,Food,452.92,Debit Card,Chennai,True,2025,8,Aug,Wednesday,2025Q3,33
EXP00052,2025-08-15,Healthcare,430.21,Debit Card,Bengaluru,True,2025,8,Aug,Friday,2025Q3,33
EXP00036,2025-08-18,Food,763.18,Cash,Mumbai,True,2025,8,Aug,Monday,2025Q3,34
EXP00013,2025-08-19,Healthcare,3085.97,Unknown,Hyderabad,True,2025,8,Aug,Tuesday,2025Q3,34
EXP00072,2025-08-22,Rent,16222.19,Debit Card,Hyderabad,True,2025,8,Aug,Friday,2025Q3,34
EXP00005,2025-08-28,Entertainment,1621.31,Cash,Delhi,False,2025,8,Aug,Thursday,2025Q3,35
EXP00051,2025-09-17,Food,510.04,Credit Card,Unknown,True,2025,9,Sep,Wednesday,2025Q3,38
EXP00094,2025-09-21,Education,1166.6,UPI,Delhi,True,2025,9,Sep,Sunday,2025Q3,38
EXP00084,2025-10-02,Entertainment,1713.79,Debit Card,Delhi,False,2025,10,Oct,Thursday,2025Q4,40
EXP00098,2025-10-05,Travel,769.9,Credit Card,Chennai,False,2025,10,Oct,Sunday,2025Q4,40
EXP00058,2025-10-11,Travel,2378.28,Net Banking,Unknown,False,2025,10,Oct,Saturday,2025Q4,41
EXP00043,2025-10-12,Subscriptions,496.3,Unknown,Chennai,False,2025,10,Oct,Sunday,2025Q4,41
EXP00043,2025-10-12,Subscriptions,496.3,Net Banking,Chennai,False,2025,10,Oct,Sunday,2025Q4,41
EXP00057,2025-10-16,Rent,12926.02,UPI,Hyderabad,True,2025,10,Oct,Thursday,2025Q4,42
EXP00079,2025-10-18,Utilities,2891.95,UPI,Chennai,True,2025,10,Oct,Saturday,2025Q4,42
EXP00027,2025-10-19,Travel,2338.98,Unknown,Bengaluru,False,2025,10,Oct,Sunday,2025Q4,42
EXP00032,2025-10-21,Travel,388.15,UPI,Chennai,False,2025,10,Oct,Tuesday,2025Q4,43
EXP00034,2025-10-28,Subscriptions,624.67,Unknown,Hyderabad,False,2025,10,Oct,Tuesday,2025Q4,44
EXP00007,2025-10-28,Miscellaneous,1666.41,UPI,Mumbai,False,2025,10,Oct,Tuesday,2025Q4,44
EXP00034,2025-10-28,Subscriptions,624.67,UPI,Hyderabad,False,2025,10,Oct,Tuesday,2025Q4,44
EXP00077,2025-10-31,Food,434.4,UPI,Delhi,True,2025,10,Oct,Friday,2025Q4,44
EXP00077,2025-10-31,Food,434.4,UPI,Unknown,True,2025,10,Oct,Friday,2025Q4,44
EXP00030,2025-11-02,Food,473.11,UPI,Bengaluru,True,2025,11,Nov,Sunday,2025Q4,44
EXP00024,2025-11-03,Subscriptions,619.66,Credit Card,Pune,False,2025,11,Nov,Monday,2025Q4,45
EXP00090,2025-11-09,Healthcare,2807.01,UPI,Chennai,True,2025,11,Nov,Sunday,2025Q4,45
EXP00025,2025-11-11,Subscriptions,116.15,UPI,Chennai,False,2025,11,Nov,Tuesday,2025Q4,46
EXP00012,2025-11-11,Rent,13160.41,Debit Card,Chennai,True,2025,11,Nov,Tuesday,2025Q4,46
EXP00063,2025-11-17,Utilities,1690.14,UPI,Delhi,True,2025,11,Nov,Monday,2025Q4,47
EXP00099,2025-11-18,Food,515.06,Credit Card,Mumbai,True,2025,11,Nov,Tuesday,2025Q4,47
EXP00017,2025-11-19,Food,216.67,UPI,Chennai,True,2025,11,Nov,Wednesday,2025Q4,47
EXP00061,2025-11-19,Education,5505.35,Debit Card,Chennai,True,2025,11,Nov,Wednesday,2025Q4,47
EXP00089,2025-11-23,Food,377.61,Cash,Pune,True,2025,11,Nov,Sunday,2025Q4,47
EXP00004,2025-11-27,Travel,2311.7,Credit Card,Delhi,False,2025,11,Nov,Thursday,2025Q4,48
EXP00083,2025-12-03,Travel,2455.88,Credit Card,Hyderabad,False,2025,12,Dec,Wednesday,2025Q4,49
EXP00014,2025-12-08,Travel,3725.29,UPI,Bengaluru,False,2025,12,Dec,Monday,2025Q4,50
EXP00028,2025-12-13,Food,513.83,Unknown,Delhi,True,2025,12,Dec,Saturday,2025Q4,50
EXP00095,2025-12-14,Travel,3634.95,Credit Card,Chennai,False,2025,12,Dec,Sunday,2025Q4,50
EXP00075,2025-12-16,Subscriptions,578.7,Credit Card,Chennai,False,2025,12,Dec,Tuesday,2025Q4,51
EXP00064,2025-12-18,Food,278.23,Debit Card,Chennai,True,2025,12,Dec,Thursday,2025Q4,51
EXP00047,2025-12-22,Education,1518.45,UPI,Hyderabad,True,2025,12,Dec,Monday,2025Q4,52
EXP00003,2025-12-22,Education,5463.8,Debit Card,Mumbai,True,2025,12,Dec,Monday,2025Q4,52
EXP00006,2025-12-29,Miscellaneous,755.03,Credit Card,Hyderabad,False,2025,12,Dec,Monday,2025Q4,1
